Date,Atchison70ACTIVE,SAA Benchmark,Peer Group
2021-06-30,2.579904327451543,2.703843570074782,1.8523484423112135
2021-07-31,1.8343707238768214,1.6367537510777908,1.4460069217229643
2021-08-31,2.4646226271084704,2.166458306421526,1.8918371400079792
2021-09-30,-2.0761231607693498,-1.9691139095079802,-1.685585674630008
2021-10-31,1.0460530254148503,0.36937860038943615,0.27439288761925695
2021-11-30,0.8275519170055645,1.3163505454932611,0.5450163609912462
2021-12-31,1.81735465390096,1.646510040269411,2.1000566376118357
2022-01-31,-2.7390600261326115,-2.8683648224944847,-3.1341997979744796
2022-02-28,-0.6876646980621515,-0.8228219687072547,-1.2041344793557562
2022-03-31,2.281820175906679,2.1574608632544567,1.378889169905717
2022-04-30,-0.7730109570962762,-1.1012007468925944,-1.5961948367747336
2022-05-31,-1.356793186380767,-1.2102115156519933,-1.3856196610831262
2022-06-30,-4.842472308771317,-4.579627497200766,-5.042545347568927
2022-07-31,3.600252463340392,3.9252229692271934,3.841105579467552
2022-08-31,-0.24788583065283865,-0.2295506257338653,-0.7348768180805432
2022-09-30,-3.8691374044107274,-3.5616172899868292,-4.273073313964071
2022-10-31,4.2653685079304005,4.233272472984817,3.7024016247767744
2022-11-30,3.5702265638244635,3.6693614137432995,3.3300144841132084
2022-12-31,-2.4928195742452752,-2.6344351937212185,-2.46007558032324
2023-01-31,3.2243521027668365,3.6633065814208,3.784605295299226
2023-02-28,-0.5264305584904982,-0.13050890586928654,-0.8900276432812104
2023-03-31,1.3518212090305681,1.7612370843897107,1.0006804391879065
2023-04-30,1.8930591247538597,1.514609725363436,1.5405949743585223
2023-05-31,-0.34726422082778097,-0.17510579924145953,-0.9759610099327354
2023-06-30,1.4945199289396083,1.6598830664171338,1.330591350505772
2023-07-31,2.006825385130262,2.0434577072984794,1.7689955389723622
2023-08-31,0.4740284023764474,0.2978175347054801,-0.11987906825646766
2023-09-30,-2.345628071566641,-2.3258799477400394,-2.6439600228863602
2023-10-31,-1.8310895798843263,-1.3947186001683987,-2.1086048061506157
2023-11-30,3.69326379135948,3.307413546367588,3.9169961289039934
2023-12-31,3.56517077295857,2.9962753229116235,3.71666175657428
2024-01-31,1.314189396011356,1.4353757404341527,1.1702029511230005
2024-02-29,2.3050454143999977,1.6193642956730647,2.036079213588926
2024-03-31,2.5862232579880073,2.3032378572742207,2.5837409282478685
2024-04-30,-2.226811416158614,-1.9296102383543623,-2.3634098648849133
2024-05-31,1.1365419952246825,1.047692433992986,1.0289119606427422
2024-06-30,0.7556476581267679,0.8705178260988156,0.8627051049585388
