Date,Atchison70ACTIVE,SAA Target,Peer Group
2022-12-31,-2.492822109389592,-2.42865371373433,-2.46007558032324
2023-01-31,3.2243875616973616,3.090835562650751,3.784605295299226
2023-02-28,-0.5264304563708078,-0.5364486830334747,-0.8900276432812104
2023-03-31,1.3518213394123846,1.1161877243905938,1.0006804391879065
2023-04-30,1.8930464700692706,1.320688391397029,1.5405949743585223
2023-05-31,-0.3472640834596308,-0.4362139904185214,-0.9759610099327354
2023-06-30,1.494520109555575,1.1707499726632875,1.330591350505772
2023-07-31,2.006961969699117,1.6047652832056114,1.7689955389723622
2023-08-31,0.47499399241144324,0.0735054926688461,-0.11987906825646766
2023-09-30,-2.346817924312228,-2.3148238468769455,-2.6439600228863602
2023-10-31,-1.831360430675677,-1.4135305808546272,-2.1086048061506157
2023-11-30,3.693262167125333,3.475767143567654,3.9169961289039934
2023-12-31,3.568448944327618,2.9990695282521074,3.71666175657428
2024-01-31,1.3109681860420164,1.3961271082375992,1.1702029511230005
2024-02-29,2.305045521904203,1.4657384747187363,2.036079213588926
2024-03-31,2.586224589791497,2.1600645991414202,2.5837409282478685
2024-04-30,-2.190473353398892,-1.8732113147289065,-2.3634098648849133
2024-05-31,1.1360079752983587,1.086946477917361,1.0289119606427422
2024-06-30,0.7552225079452635,0.8516950001524526,0.8627051049585388
2024-07-31,2.87992682514262,2.7850341107461096,2.6356579413082004
2024-08-31,0.41433588175596725,0.34776131259703913,0.24561527116027104
2024-09-30,1.353281738743739,1.2227909817604132,1.6296388155718322
2024-10-31,0.08603638659145929,0.2592217073597469,-0.22399699074293622
2024-11-30,2.4403083535719183,2.286397038025445,2.6122533800263747
2024-12-31,-0.7978785954258938,-0.3975838808724652,-0.9040716886026479
2025-01-31,2.385551005018649,1.8681794729047851,2.213198483653178
2025-02-28,-0.4080072170050464,-0.5775586120073228,-0.916319734199933
2025-03-31,-1.951139041864336,-1.8106529928798132,-2.2380257791336455
2025-04-30,0.4490555675230601,0.8777772228736547,0.6455950459436366
