Date,AtchisonLongDuration,SAA Target,Peer Group
2022-12-31,-1.3324468486373586,-1.5603312362159838,-0.7986237338674651
2023-01-31,2.630252322891513,2.306382857498046,2.117746982855806
2023-02-28,-1.6822349034895434,-1.6478213650572449,-0.9992022406809853
2023-03-31,3.074043369810875,2.5090641770804556,1.9732118091224882
2023-04-30,0.0883721327196163,0.07841848869785117,0.3270145457160867
2023-05-31,-0.714713837439851,-0.6107939720410682,-0.4940654660525734
2023-06-30,-1.409233080023009,-1.1585173509935487,-0.5806646483752176
2023-07-31,0.44996413612299335,0.1389299222523288,0.5009749610147107
2023-08-31,0.24997537512621015,0.09252202373750684,0.2796868326558899
2023-09-30,-1.8889638282116317,-1.6950267405617336,-1.114943481649655
2023-10-31,-1.548893472898616,-1.2805314896450315,-0.9145426152545322
2023-11-30,3.280690538695663,3.3064362814669845,2.3357236838333906
2023-12-31,3.254740043085902,3.0218630833245497,2.22153725846177
2024-01-31,-0.3513253857506782,-0.49391263858697965,0.04868938870432604
2024-02-29,-0.37884493143024445,-0.5158678917926984,-0.13759998977793675
2024-03-31,1.0259132995142028,1.0241142286693483,0.8193615702501766
2024-04-30,-1.9764631525674425,-1.7383815269955472,-1.3618584149353685
2024-05-31,0.42005746069393446,0.36675322450903103,0.6288778800187522
2024-06-30,0.5841055027750786,0.8769475389026171,0.544852813635277
2024-07-31,1.71685115141893,1.555633562745773,1.2571317743347743
2024-08-31,1.1552728779982147,1.329190541169023,0.88796876002879
2024-09-30,0.6269496931550211,0.6757859035103841,0.6276024365440724
2024-10-31,-2.147193861501362,-1.8668910829242047,-1.195790796570051
2024-11-30,1.0762942978135515,0.9922191629975208,0.9202793283006772
2024-12-31,-0.13184852761962684,-0.10440986923777595,0.030599085979865492
2025-01-31,0.24656540626006862,0.08298713473795516,0.3396220459991106
2025-02-28,1.1153527006297237,1.2985230360623046,0.8979514636981323
2025-03-31,0.02604673562245363,-0.09661169206464093,0.003591978645123284
2025-04-30,1.3184609368847022,1.1207560484161494,0.7801294522496116
2025-05-31,-0.016046914062939344,-0.1485362983023486,0.228351497428525
2025-06-30,0.775352372982363,0.9268195211209695,0.8401131565371589
2025-07-31,-0.05695168275360318,-0.027811084278761555,0.03445112717346266
2025-08-31,0.5743810379679637,0.4043087864959105,0.4841897082303426
2025-09-30,0.43126608660133403,0.40722137272597436,0.32104262369783143
2025-10-31,0.3867886237386875,0.5229847115069353,0.45932034853946035
2025-11-30,-0.6668683832354527,-0.6304594208980885,-0.13387812823797418
2025-12-31,-0.4854903811444822,-0.2407594453130879,-0.2770928094707692
2026-01-31,0.21996919752340638,0.21203097526876213,-0.02825592300026436
2026-02-28,1.0445650912231041,1.1970227488301566,0.6431162722454697
2026-03-31,-1.585324786047504,-1.8873506205158597,-1.2003133359377305
