Date,Atchison70ACTIVE,SAA Benchmark,Peer Group
2023-06-30,3.2275525031270513,3.0066486839795514,1.8875026168769793
2023-07-31,3.371703691669925,3.5669617680439414,2.116683498973093
2023-08-31,4.227188119217273,4.032240306886181,2.999501949714234
2023-09-30,0.27155889555867674,-0.047474268409153364,-1.0405101184764454
2023-10-31,-3.5035413899823786,-3.412394448553757,-4.811062732124305
2023-11-30,-0.3988439289053569,-0.49900356884070574,-0.9637920608828177
2023-12-31,5.653290054098514,4.958020271831853,5.506601160953495
2024-01-31,9.02650931167479,7.96289003655295,9.040475222560929
2024-02-29,7.620746668939682,6.17225296080004,7.066822384812466
2024-03-31,6.593197796619621,5.434671557156867,5.897306985375805
2024-04-30,2.9065369970851185,1.9399711109451934,2.198588684642222
2024-05-31,1.6592474425633608,1.350650934526798,1.189817349896738
2024-06-30,-0.1601641073497473,-0.05110216374427656,-0.5078327751175782
