Date,Wattle0003Christopher,SAA Benchmark,Peer Group
2023-12-31,7.100078891141148,6.864322094570463,6.003836167930343
2024-01-31,12.08549986195906,11.88386061836486,10.276301765660477
2024-02-29,10.739605032785327,8.705910732970334,8.160141068570127
2024-03-31,9.224795662577456,6.34543351187602,6.970735304209019
2024-04-30,4.035364656204621,1.718893643192354,2.7288286448195365
2024-05-31,2.007064282012072,1.2089223594934806,1.2381294414980593
