Date,AtchisonAlts,SAA Benchmark,Peer Group
2022-12-31,1.9374603766379561,1.007983664571066,0.05899919677998522
2023-01-31,1.6461200061792969,0.9479493406877815,1.3989115583693756
2023-02-28,-0.05624837612328015,0.7159835941720871,1.7264125937729524
2023-03-31,2.12454545388725,0.9500907746813558,2.444307381679778
2023-04-30,1.2421240758574204,0.8117166285067645,0.7996330664096218
2023-05-31,-0.07202167647808455,0.8971643132652085,0.6757673803337694
2023-06-30,-0.9267763605548485,0.8987992028247849,1.7742062649075185
2023-07-31,-0.28094337342782216,1.0058005565502848,1.2568331629780882
2023-08-31,1.772483632046562,1.0704475830438875,1.5270315298865578
2023-09-30,2.3905179097459595,1.092962845452039,0.9511103565013945
2023-10-31,0.45647964518460427,1.0499620147921274,0.427177188476624
2023-11-30,0.486646528618917,1.0451862262810252,0.5500785230971417
2023-12-31,0.7590556580290286,1.0690113527656697,1.7022986585381705
2024-01-31,3.368049607855572,1.1213042720995992,2.808594815654142
2024-02-29,3.2785702520289783,1.0929128440836822,4.353937753285808
2024-03-31,4.873022258018378,1.0802948037092142,4.887894047687924
2024-04-30,3.8552955880675865,1.0742824065633316,3.0633091878593754
2024-05-31,2.8721370104183963,1.1223282981557503,2.095260037401392
2024-06-30,-0.11537031217941918,1.1165202177148448,-0.7938173339394394
