Date,BON032,SAA Benchmark,Peer Group
2019-06-30,0.0,-0.0006520500000051221,0.0
2019-07-31,1.4964072856193278,1.5356122917032033,1.3712992225833887
2019-08-31,0.17854601077733623,0.19851556917755975,-0.3082724052526631
2019-09-30,0.6259357891352568,0.7821021344324386,0.9153134872246671
2019-10-31,-0.11033128057331698,0.022272853801030834,0.10829181234834895
2019-11-30,2.046460550960738,1.8303925443898361,1.6279409209836393
2019-12-31,-1.0522757020760776,-0.8712935264107546,-0.572848529704173
2020-01-31,2.9510763563144637,2.937176701103894,2.10449550666556
2020-02-29,-2.794151566723413,-2.6842198443365994,-3.1689068022597633
2020-03-31,-8.560696758541441,-6.853514876970268,-9.287148422032754
2020-04-30,2.948867138170108,3.182475049074518,3.679800987638937
2020-05-31,2.1009771404937982,2.2556275160207306,2.140724511007197
2020-06-30,0.3546394193500335,0.689184629782269,0.57110435773855
2020-07-31,0.7379895958153027,0.7838859615681759,0.8161058193577819
2020-08-31,1.3835960668984182,1.1718935121266094,1.3884631934399483
2020-09-30,-0.47914621360314325,-0.4958904145291543,-0.7989007278931037
2020-10-31,0.7500928169017262,0.454791367156937,0.326305661447468
2020-11-30,4.344786651629162,4.699940537976843,5.158365956571198
2020-12-31,0.31137829930383276,0.34913742271125425,0.7809355353892933
2021-01-31,-0.14073378403328674,-0.10284725091530555,0.022196416644737482
2021-02-28,-0.6573398810653441,-0.2324335456603488,0.3380200000748568
2021-03-31,2.5340054308951476,2.140227345094714,1.9850544897455746
2021-04-30,1.9618772795062966,1.7662811658660127,1.8063968824322707
2021-05-31,0.845275787595301,1.017308706996034,1.0466913165827485
2021-06-30,1.9004101991232591,2.1694743395040295,1.377630341947489
2021-07-31,1.7020051730135988,1.641791271185089,1.2502972500018084
2021-08-31,1.7383571128760655,1.5522763468937661,1.3649324743355118
2021-09-30,-2.03979422946593,-1.8375925467148502,-1.3205381154197227
2021-10-31,-0.8679068259673017,-0.2623589416360428,-0.051692220893195806
2021-11-30,1.4127075051054705,1.6253205316190567,0.3526750394074796
2021-12-31,1.3990838542702555,1.0113408695963333,1.5425621410948054
2022-01-31,-2.0312622767028277,-1.8980305774494388,-2.5465019603678196
2022-02-28,-2.678632467510522,-2.078506062961516,-0.9001215608838486
2022-03-31,-0.9911768947574284,-0.3131509016496059,0.6078018944836172
2022-04-30,-1.290273834807909,-1.498819850420563,-1.4660988587598456
2022-05-31,-1.078691323605696,-0.8711405649972526,-1.2141976934550325
2022-06-30,-3.337529523764915,-3.4188617884540307,-3.6958045854997623
2022-07-31,3.5646178383636373,3.7534363637531154,3.3137025107487617
2022-08-31,-1.721335426724635,-1.479496379678391,-0.8855510751045403
2022-09-30,-3.353657024305501,-3.385387535203188,-3.5303212679920315
2022-10-31,2.914769194011635,3.2696913467924693,2.8599948262991948
2022-11-30,3.455327723550705,2.9534833792654425,2.8121793071936407
2022-12-31,-2.8482715187891805,-2.7123410289311423,-2.0333319810240003
2023-01-31,3.899712889379714,3.16594683911382,3.1492006384428617
2023-02-28,-1.1081128596844514,-0.5396091977562412,-0.8808670870188551
2023-03-31,2.383396911226221,1.9430014038229082,1.106903792452285
2023-04-30,1.239195811857674,1.207287323312456,1.2197049685242822
2023-05-31,-1.5618679846089223,-0.4674379204606227,-0.7625064016404837
2023-06-30,0.3888775472039363,0.933990277227692,0.8064920317478741
2023-07-31,1.679967655354675,1.493166917564337,1.3256015090009399
2023-08-31,0.09354758109751948,0.25282166057845057,-0.0704626369364858
2023-09-30,-2.709352913285501,-2.3807874263130135,-2.2509765282588745
2023-10-31,-1.654905466713752,-1.4846619407314243,-1.6395021444724711
2023-11-30,3.410911915535908,3.566798086688161,3.403401725475219
2023-12-31,2.7735713473705736,2.8649171547605823,3.288234549697844
2024-01-31,0.8639758443580225,1.7976681340270195,0.8555969546019782
2024-02-29,2.112250758149714,1.5677482082010252,1.4464228070199647
2024-03-31,1.8572316937342626,2.1066650505018103,1.9760661477156605
2024-04-30,-2.17640858799808,-2.210199247444289,-2.0379282661366904
2024-05-31,0.8703472887138908,0.99377498975175,0.9026024803071353
2024-06-30,0.7755462407940783,1.0568027521864032,0.712905957175769
2024-07-31,2.802826973609207,2.9442548798114476,2.3220056919534215
2024-08-31,0.3538423459251705,0.2644989826652733,0.41154394415416906
2024-09-30,1.0796569762365982,1.1055711192713646,1.133505581826122
2024-10-31,-0.37445906786145455,0.1186105242393376,-0.2457012879313658
