Date,Atchison55ACTIVE,SAA Benchmark,Peer Group
2021-06-30,2.147039702721143,2.239813337582719,1.377630341947489
2021-07-31,1.5977266360881481,1.426713938317481,1.2502972500018084
2021-08-31,2.023952275632146,1.7793846336753738,1.3649324743355118
2021-09-30,-1.7906372337780474,-1.693081869941393,-1.3205381154197227
2021-10-31,0.6953866485326587,0.16713231035949683,-0.051692220893195806
2021-11-30,0.7685710648353661,1.160378373938209,0.3526750394074796
2021-12-31,1.527866599825911,1.3487561158713968,1.5425621410948054
2022-01-31,-2.208811431653668,-2.3190907798786076,-2.5465019603678196
2022-02-28,-0.6026849178253246,-0.6920544763242109,-0.9001215608838486
2022-03-31,1.6545336318061432,1.5762538727496667,0.6078018944836172
2022-04-30,-0.7046235923830246,-0.94655892985962,-1.4660988587598456
2022-05-31,-1.1609640843391666,-0.9825843917709687,-1.2141976934550325
2022-06-30,-3.9854001492306335,-3.6784291023847504,-3.6958045854997623
2022-07-31,3.039626516190319,3.2344309227080537,3.3137025107487617
2022-08-31,-0.2713501069706692,-0.23065730299747234,-0.8855510751045403
2022-09-30,-3.202813233053947,-2.890323819338181,-3.5303212679920315
2022-10-31,3.4246611595340593,3.3832514145530013,2.8599948262991948
2022-11-30,3.023749797611752,3.040536758147172,2.8121793071936407
2022-12-31,-2.0257060719712783,-2.0936691869184787,-2.0333319810240003
2023-01-31,2.8155437560723584,3.0423051629886677,3.1492006384428617
2023-02-28,-0.4655036182733219,-0.1354358526389099,-0.8808670870188551
2023-03-31,1.2696045714624349,1.5840167512360726,1.106903792452285
2023-04-30,1.5738884432598077,1.2786985231436176,1.2197049685242822
2023-05-31,-0.32195118893876273,-0.15424733108971855,-0.7625064016404837
2023-06-30,1.1058154825376088,1.3076813558716927,0.8064920317478741
2023-07-31,1.7070858620836127,1.708709037958167,1.3256015090009399
2023-08-31,0.4572377931184146,0.3102546504392123,-0.0704626369364858
2023-09-30,-1.9462570642689303,-1.9090250584969048,-2.2509765282588745
2023-10-31,-1.5444084816457426,-1.1720471970795399,-1.6395021444724711
2023-11-30,3.250318341408942,2.9236340464602772,3.403401725475219
2023-12-31,3.171033443918536,2.6533189499236665,3.288234549697844
2024-01-31,1.071324781685501,1.1799191280594368,0.8555969546019782
2024-02-29,1.8344966915229133,1.3028276103195013,1.4464228070199647
2024-03-31,2.2479416013083897,1.9890931987859295,1.9760661477156605
2024-04-30,-1.987438144914122,-1.6825244975165243,-2.0379282661366904
2024-05-31,1.0146608074301344,0.9491900905541195,0.9026024803071353
2024-06-30,0.7199853113109445,0.8101128761667686,0.712905957175769
