Date,AtchisonAlts,SAA Target,Peer Group
2022-12-31,-1.343871520606632,-1.2786884639896523,-0.8559928552751894
2023-01-31,0.978483433270827,3.002161697761907,2.563497132948589
2023-02-28,0.12786709769336824,-1.2371599489196416,0.040174502683587576
2023-03-31,0.746064961837356,0.9901046160722071,-0.15632239441248919
2023-04-30,0.08447241401237093,0.7035995520364269,0.9169093065467315
2023-05-31,-1.2128862761729309,-1.5214350411833388,-0.08275793737558823
2023-06-30,-0.04042394912541214,0.8804511635652323,0.9330378430565833
2023-07-31,0.7902069063780326,1.5326293826231074,0.40389430676224247
2023-08-31,0.8360210770390397,0.2728199852303437,0.18386580334386338
2023-09-30,0.6016593823345406,-0.5873129492831253,0.3604861520245084
2023-10-31,-1.1117312495000253,-0.8336996789485518,-0.11719882673966175
2023-11-30,0.8598819465284624,0.2022090714140834,0.30646937699172483
2023-12-31,0.8536021376809311,1.5489930786896533,1.5105337168352273
2024-01-31,1.4555740269800221,-1.0051999025723402,0.9693052204398089
2024-02-29,0.8461924347006322,0.27870662556950254,1.8142022112790368
2024-03-31,2.4080296505010645,3.814879143980221,2.0299409341686614
2024-04-30,0.42143446812215046,1.0627779508131985,-0.7871135472862667
2024-05-31,-0.14894732238889263,1.9318229292650146,0.8578856255624823
2024-06-30,-0.5815804135076763,-3.223801029018636,-0.9403763091020312
2024-07-31,3.7062747093312476,1.1084547206243966,0.45297682236848935
2024-08-31,-0.28984293156710805,-1.6219796864319291,-1.1042634826968878
2024-09-30,0.6029443363722686,1.530937937100596,0.673395864020776
2024-10-31,1.8747914454252834,1.8232439127788602,0.44230613368614335
2024-11-30,0.6641147799097968,0.5550272061313866,2.439345817913652
2024-12-31,0.7665755254573359,-0.4550072659985305,0.14344963401846655
2025-01-31,2.4982517411404226,2.337795516366903,1.271903022457277
2025-02-28,0.9206654759311261,-1.1316023084997906,-1.1382197985315257
2025-03-31,0.4874000380416188,0.25482667950815774,-2.047965837099741
2025-04-30,-1.3681912929556672,-0.5046826326366216,-0.21529674899810614
